english,translate
Aetherblades,Эфирные клинки
Am Fah,Ам Фа
Angchu,Ангчу
Arcane Council,Магический совет
Arcane Eye,Тайное Око
Arch Exchange,Архивная биржа
Ascalonians,аскалонцы
Astral Ward,Астральная стража
asura,асура
asuran,асурский
asurans,асура
aurillium,ауриллий
Awakened,Пробужденные
Balthazar's Mercenaries,Наемники Бальтазара
Bandits,Бандиты
Black Lion Trading Company,Чёрная торговая компания
Blood Legion,Кровавый легион
bookah,букашка
Branded,Клейменные
Breachmaker,Брешелом
Brim & Scarab Detective Agency,Детективное агентство «Брим и Скарабей»
Brotherhood of the Dragon,Братство Дракона
Captain's Council,Совет капитанов
Celestial Ministry,Небесное министерство
centaur,кентавр
Centaur alliance,Альянс кентавров
Centaur tribes,Племена кентавров
centaurs,кентавры
Centurion,Центурион
Changhai,Чанхай
charr,чарр
Choya,Чойя
Church of Balthazar,Церковь Бальтазара
Club Canach,Клуб Канаха
College of Dynamics,Коллегия Динамики
College of Statics,Коллегия Статики
College of Synergetics,Коллегия Синергетики
Consortium,Консорциум
Corsairs,Корсары
Councillor,Советник
Crimson Skull,Алый Череп
Crusader,Крестоносец
crusader,крестоносец
crusaders,крестоносцы
Delaqua Investigations,Расследования Делакуа
Deldrimor,Делдримор
Destiny's Edge,Остриё Судьбы
Destroyers,Разрушители
devourer,пожиратель
devourers,пожиратели
dolyaks,дольяки
Dominion,Доминион
dragon's watch,Дозор Дракона
Dragons,Драконы
drake,дрейк
drakes,дрейки
dredge,дредж
Dredge,Дреджи
Druids,Друиды
Durmand Priory,Приорат Дурманд
Ebon Vanguard,Эбоновый Авангард
ettin,эттин
ettins,эттины
Flame Legion,Легион Пламени
Followers of Ascension,Последователи Вознесения
Forged,Кованые
Free City of Amnoon,Свободный город Амнун
Freebooters,Свободные стрелки
Frost Legion,Легион Мороза
gerent,герент
Governments,Правительства
grawl,граул
Grawl tribes,Племена граулов
Guilds,Гильдии
Havroun,Хавроун
Head Slaver,Главный работорговец
Holographic dragon minions,Голографические прислужники дракона
Hullgardeners,Халлгарднеры
hylek,хилек
Hylek tribes,Племена хайлеков
Imperator,Император
Inquest,Инквест
Iron Legion,Железный легион
Ivy's Circus Spectacular,Цирковое шоу Айви
Jade Brotherhood,Нефритовое братство
Jade Brotherhood (original),Нефритовое братство (оригинал)
Joko Loyalists,Лоялисты Джоко
Jungle Troll Chieftain,Вождь джунглевых троллей
Kestrels,Пустельги
Killers,Убийцы
Knife Tail Gang,Банда Хвостоножей
krait,крайт
Krewes,Крю
Kurzicks,Курзики
Legate,Легат
Legionnaire,Легионер
Lowland Kodan,Низинные коданы
Lunatic Court,Безумный двор
Lupikids,Лупикиды
Luxons,Люксоны
Magister,Магистр
Mesmer Collective,Коллектив месмеров
Metal Legion,Метал-легион
Mikan,Микан
Ministries of Cantha,Министерства Канты
Ministry,Министерство
Ministry of Purity,Министерство чистоты
Ministry of Security,Министерство безопасности
Minstrel's Guild,Гильдия менестрелей
Mist Wardens,Стражи Туманов
Mists,Туманы
moa,моа
Mordant Crescent,Мордантский полумесяц
Mordrem,Мордремы
Nemnai,Немнай
Nightmare Court,Двор Кошмара
Nomads,Кочевники
norn,норн
norns,норны
ogre,огр
ogres,огры
Olmakhan,Олмахан
Order of Shadows,Орден Теней
Order of the Crystal Bloom,Орден Кристального Цветка
Order of the Sunspears,Орден Солнечных копий
Order of Whispers,Орден Шепчущих
Organizations,Организации
Orrian,Оррианский
Orrians,орриане
Outlaws,Законники
Pact,Пакт
Peacemakers,Миротворцы
Pirates,Пираты
Primeval Dynasty,Первобытная династия
Purists,Пуристы
Quaggans,квагганы
Renegades,Ренегаты
Risen,Восставшие
Risen Captain,Восставший капитан
Risen Creature,Восставшая тварь
Risen Spider Lord,Восставший паучий лорд
Saita,Сайта
Scarlet's Alliance,Альянс Скарлет
Seers,Провидцы
Sensali,Сенсали
Sentinel,Страж
Sentinels,Стражи
Separatists,Сепаратисты
Seraph,Сераф
Servants of Jormag,Слуги Йормага
Settlers,Поселенцы
Shadow Army,Армия Теней
Sheltered Ones,Укрытые
Shining Blade,Сияющий Клинок
Sinister Triad,Зловещая триада
skimmer,скиммер
skimmers,скиммеры
Skrittsburgh,Скриттсбург
skyscale,скайскейл
skyscales,скайскейлы
Slaver,Работорговец
Soundless,Беззвучные
Speakers,Спикеры
Stone Summit,Каменная Вершина
Sunspears,Солнечные копья
Suzhen,Сучжэнь
sylvari,сильвари
Sylvari,Сильвари
tengu,тенгу
Tengu tribes,Племена тенгу
The Company,Компания
Tribune,Трибун
Tyrian Alliance,Тирийский альянс
Tyrian Explorers Society,Тирийское общество исследователей
Tyrian Holo-News Krewe,Тирийская голо-новостная группа
United Legions,Объединенные легионы
Valiant,Доблестный
Vigil,Страж
Wardens,Стражи
Warmaster,Военмастер
watchknights,рыцари-стражи
White Mantle,Белая Мантия
Wintersday,День Зимы
Wizard's Court,Суд Волшебников
Wolfborn,Волчий Род
wurm,вурм
wurms,вурмы
Wyld Hunt,Дикая Охота
Xunlai Jade,Сюньлай Джейд
Zaishen Order,Орден Зайшен
Zephyrites,Зефириты
